	Kingdom	Phylum	SGB
uSGB_59781_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_15356_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6478_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6422_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_1024_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47584_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4053_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6458_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4367_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_58528_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6305_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47958_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47201_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_5060_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4781_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6484_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_15395_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14846_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6447_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_3963_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63167_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14301_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_3991_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_3990_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14074_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_37351_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_3996_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_13951_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14128_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6533_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6566_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_19227_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14149_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4123_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_3578_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14843_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14221_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_15403_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14262_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6524_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14138_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14243_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14315_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_15391_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14114_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_15390_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_53490_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6300_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14042_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14018_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14125_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14311_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_3993_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_5291_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14307_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_53517_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_61600_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14952_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14924_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14921_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4181_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14958_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14099_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6550_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6445_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_15382_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59892_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59865_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14896_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6367_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_48035_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_59867_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47761_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_5182_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4664_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4029_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47667_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_53502_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_66164_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4450_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14845_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_14863_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47157_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4348_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47468_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47268_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47869_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47760_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_15373_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6378_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4447_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6522_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_6584_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_47847_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_53579_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45127_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_43067_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41538_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_65090_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_45233_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_63184_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_40992_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_41430_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_4454_(Firmicutes_phylum)	Bacteria	Firmicutes	uSGB
uSGB_42355_(Firmicutes_unclassified_family)	Bacteria	Firmicutes	uSGB
uSGB_42354_(Firmicutes_unclassified_family)	Bacteria	Firmicutes	uSGB
kSGB_15132_(Flavonifractor_plautii)	Bacteria	Firmicutes	kSGB
kSGB_15134_(Flavonifractor_sp_An10)	Bacteria	Firmicutes	kSGB
kSGB_4874_(Fusicatenibacter_saccharivorans)	Bacteria	Firmicutes	kSGB
uSGB_65066_(Fusobacteria_phylum)	Bacteria	Fusobacteria	uSGB
uSGB_45132_(Fusobacteria_phylum)	Bacteria	Fusobacteria	uSGB
uSGB_45219_(Fusobacteria_phylum)	Bacteria	Fusobacteria	uSGB
uSGB_65054_(Fusobacteria_phylum)	Bacteria	Fusobacteria	uSGB
uSGB_47298_(Fusobacteria_phylum)	Bacteria	Fusobacteria	uSGB
kSGB_6038_(Fusobacterium_varium)	Bacteria	Fusobacteria	kSGB
uSGB_49188_(Gammaproteobacteria_unclassified_family)	Bacteria	Proteobacteria	uSGB
kSGB_15300_(Gemmiger_formicilis)	Bacteria	Firmicutes	kSGB
uSGB_15299_(Gemmiger_genus)	Bacteria	Firmicutes	uSGB
kSGB_14807_(Gordonibacter_pamelaeae)	Bacteria	Actinobacteria	kSGB
uSGB_9702_(Haemophilus_genus)	Bacteria	Proteobacteria	uSGB
kSGB_19403_(Helicobacter_apodemus)	Bacteria	Proteobacteria	kSGB
kSGB_19390_(Helicobacter_bilis)	Bacteria	Proteobacteria	kSGB
kSGB_21961_(Helicobacter_ganmani)	Bacteria	Proteobacteria	kSGB
kSGB_19395_(Helicobacter_hepaticus)	Bacteria	Proteobacteria	kSGB
kSGB_19396_(Helicobacter_japonicus)	Bacteria	Proteobacteria	kSGB
kSGB_28465_(Helicobacter_mesocricetorum)	Bacteria	Proteobacteria	kSGB
kSGB_28469_(Helicobacter_rodentium)	Bacteria	Proteobacteria	kSGB
kSGB_19394_(Helicobacter_typhlonius)	Bacteria	Proteobacteria	kSGB
uSGB_44267_(Helicobacteraceae_family)	Bacteria	Proteobacteria	uSGB
uSGB_44264_(Helicobacteraceae_family)	Bacteria	Proteobacteria	uSGB
kSGB_4046_(Holdemania_filiformis)	Bacteria	Firmicutes	kSGB
uSGB_43256_(Hungateiclostridiaceae_unclassified_genus)	Bacteria	Firmicutes	uSGB
kSGB_4614_(Hungatella_hathewayi)	Bacteria	Firmicutes	kSGB
kSGB_4048_(Ileibacterium_valens)	Bacteria	Firmicutes	kSGB
kSGB_29313_(Intestinibacillus_sp_Marseille_P6563)	Bacteria	Firmicutes	kSGB
kSGB_6140_(Intestinibacter_bartlettii)	Bacteria	Firmicutes	kSGB
kSGB_24956_(Jeotgalicoccus_halotolerans)	Bacteria	Firmicutes	kSGB
kSGB_10119_(Klebsiella_michiganensis)	Bacteria	Proteobacteria	kSGB
kSGB_10114_(Klebsiella_variicola)	Bacteria	Proteobacteria	kSGB
kSGB_4622_(Lachnoclostridium_phocaeense)	Bacteria	Firmicutes	kSGB
kSGB_4623_(Lachnoclostridium_sp_An118)	Bacteria	Firmicutes	kSGB
kSGB_4775_(Lachnoclostridium_sp_An131)	Bacteria	Firmicutes	kSGB
kSGB_4620_(Lachnoclostridium_sp_An181)	Bacteria	Firmicutes	kSGB
uSGB_5077_(Lachnospira_genus)	Bacteria	Firmicutes	uSGB
kSGB_5075_(Lachnospira_pectinoschiza)	Bacteria	Firmicutes	kSGB
kSGB_29415_(Lachnospiraceae_bacterium)	Bacteria	Firmicutes	kSGB
kSGB_4974_(Lachnospiraceae_bacterium_10_1)	Bacteria	Firmicutes	kSGB
kSGB_7272_(Lachnospiraceae_bacterium_28_4)	Bacteria	Firmicutes	kSGB
kSGB_7276_(Lachnospiraceae_bacterium_3_1)	Bacteria	Firmicutes	kSGB
kSGB_7277_(Lachnospiraceae_bacterium_A2)	Bacteria	Firmicutes	kSGB
kSGB_5158_(Lachnospiraceae_bacterium_A4)	Bacteria	Firmicutes	kSGB
kSGB_7271_(Lachnospiraceae_bacterium_M18_1)	Bacteria	Firmicutes	kSGB
kSGB_7279_(Lachnospiraceae_bacterium_MD308)	Bacteria	Firmicutes	kSGB
kSGB_5155_(Lachnospiraceae_bacterium_MD335)	Bacteria	Firmicutes	kSGB
uSGB_41723_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41494_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41484_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41625_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41725_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41444_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41609_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41495_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41440_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41623_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41415_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41427_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41496_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41724_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41443_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41627_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41621_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41490_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41422_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41417_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41420_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41672_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41729_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41478_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41421_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41239_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41480_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41439_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41414_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41418_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41679_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41326_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41727_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41626_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41497_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41437_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41613_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41442_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41487_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41485_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41612_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41605_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41406_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41673_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41670_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41425_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41671_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41728_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41435_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41678_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41405_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41680_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41604_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41472_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41617_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41436_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41410_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41477_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41624_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41675_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4871_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41606_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41607_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41434_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41411_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41615_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_59843_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41669_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41474_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41476_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4798_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4671_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41479_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41486_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_59795_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41475_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41674_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4831_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41438_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41409_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4777_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4574_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4573_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4727_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_4722_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41618_(Lachnospiraceae_family)	Bacteria	Firmicutes	uSGB
uSGB_41498_(Lachnospiraceae_unclassified_genus)	Bacteria	Firmicutes	uSGB
uSGB_41424_(Lachnospiraceae_unclassified_genus)	Bacteria	Firmicutes	uSGB
uSGB_59768_(Lachnospiraceae_unclassified_genus)	Bacteria	Firmicutes	uSGB
uSGB_41489_(Lachnospiraceae_unclassified_genus)	Bacteria	Firmicutes	uSGB
uSGB_59780_(Lachnospiraceae_unclassified_genus)	Bacteria	Firmicutes	uSGB
uSGB_4796_(Lachnospiraceae_unclassified_genus)	Bacteria	Firmicutes	uSGB
kSGB_7078_(Lactobacillus_apodemi)	Bacteria	Firmicutes	kSGB
uSGB_64267_(Lactobacillus_genus)	Bacteria	Firmicutes	uSGB
uSGB_64260_(Lactobacillus_genus)	Bacteria	Firmicutes	uSGB
uSGB_64259_(Lactobacillus_genus)	Bacteria	Firmicutes	uSGB
uSGB_64263_(Lactobacillus_genus)	Bacteria	Firmicutes	uSGB
uSGB_7096_(Lactobacillus_genus)	Bacteria	Firmicutes	uSGB
uSGB_64261_(Lactobacillus_genus)	Bacteria	Firmicutes	uSGB
uSGB_47836_(Lactobacillus_genus)	Bacteria	Firmicutes	uSGB
kSGB_7037_(Lactobacillus_hominis)	Bacteria	Firmicutes	kSGB
kSGB_7055_(Lactobacillus_intestinalis)	Bacteria	Firmicutes	kSGB
kSGB_7041_(Lactobacillus_johnsonii)	Bacteria	Firmicutes	kSGB
kSGB_7077_(Lactobacillus_murinus)	Bacteria	Firmicutes	kSGB
kSGB_7095_(Lactobacillus_reuteri)	Bacteria	Firmicutes	kSGB
kSGB_7061_(Lactobacillus_ruminis)	Bacteria	Firmicutes	kSGB
kSGB_7248_(Lactobacillus_sakei)	Bacteria	Firmicutes	kSGB
kSGB_7040_(Lactobacillus_taiwanensis)	Bacteria	Firmicutes	kSGB
uSGB_39089_(Lactococcus_genus)	Bacteria	Firmicutes	uSGB
uSGB_4691_(Marvinbryantia_genus)	Bacteria	Firmicutes	uSGB
kSGB_6767_(Massilimicrobiota_timonensis)	Bacteria	Firmicutes	kSGB
kSGB_6768_(Massilimicrobiota_timonensis)	Bacteria	Firmicutes	kSGB
kSGB_29305_(Massilioclostridium_coli)	Bacteria	Firmicutes	kSGB
kSGB_25493_(Mediterraneibacter_butyricigenes)	Bacteria	Firmicutes	kSGB
kSGB_5857_(Megasphaera_massiliensis)	Bacteria	Firmicutes	kSGB
kSGB_5852_(Megasphaera_sp_DJF_B143)	Bacteria	Firmicutes	kSGB
kSGB_4626_(Merdimonas_faecis)	Bacteria	Firmicutes	kSGB
kSGB_714_(Methanobrevibacter_smithii)	Archaea	Euryarchaeota	kSGB
kSGB_698_(Methanosphaera_stadtmanae)	Archaea	Euryarchaeota	kSGB
uSGB_47564_(Microbacterium_genus)	Bacteria	Actinobacteria	uSGB
uSGB_47449_(Microbacterium_genus)	Bacteria	Actinobacteria	uSGB
kSGB_5904_(Mitsuokella_jalaludinii)	Bacteria	Firmicutes	kSGB
kSGB_4166_(Monoglobus_pectinilyticus)	Bacteria	Firmicutes	kSGB
kSGB_4628_(Mordavella_sp_Marseille_P3756)	Bacteria	Firmicutes	kSGB
uSGB_44276_(Mucispirillum_genus)	Bacteria	Deferribacterota	uSGB
kSGB_19472_(Mucispirillum_schaedleri)	Bacteria	Deferribacterota	kSGB
kSGB_35903_(Muribaculaceae_bacterium)	Bacteria	Bacteroidetes	kSGB
kSGB_27763_(Muribaculaceae_bacterium_Isolate_001_NCI)	Bacteria	Bacteroidetes	kSGB
kSGB_27766_(Muribaculaceae_bacterium_Isolate_002_NCI)	Bacteria	Bacteroidetes	kSGB
kSGB_27767_(Muribaculaceae_bacterium_Isolate_013_NCI)	Bacteria	Bacteroidetes	kSGB
kSGB_2089_(Muribaculaceae_bacterium_Isolate_080_Janvier)	Bacteria	Bacteroidetes	kSGB
kSGB_2087_(Muribaculaceae_bacterium_Isolate_102_HZI)	Bacteria	Bacteroidetes	kSGB
kSGB_21585_(Muribaculaceae_bacterium_Isolate_104_HZI)	Bacteria	Bacteroidetes	kSGB
kSGB_21445_(Muribaculaceae_bacterium_Isolate_110_HZI)	Bacteria	Bacteroidetes	kSGB
uSGB_21441_(Muribaculaceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_2082_(Muribaculaceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_21440_(Muribaculaceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_35930_(Muribaculaceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_21449_(Muribaculaceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_21443_(Muribaculaceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_2092_(Muribaculaceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_2085_(Muribaculaceae_family)	Bacteria	Bacteroidetes	uSGB
kSGB_2088_(Muribaculum_intestinale)	Bacteria	Bacteroidetes	kSGB
kSGB_28781_(Mycoplasma_gallopavonis)	Bacteria	Mycoplasmatota	kSGB
kSGB_14912_(Negativibacillus_massiliensis)	Bacteria	Firmicutes	kSGB
uSGB_47845_(Nissabacter_genus)	Bacteria	Proteobacteria	uSGB
uSGB_47402_(Nissabacter_genus)	Bacteria	Proteobacteria	uSGB
uSGB_53851_(Nissabacter_genus)	Bacteria	Proteobacteria	uSGB
kSGB_1790_(Odoribacter_splanchnicus)	Bacteria	Bacteroidetes	kSGB
uSGB_40789_(Odoribacteraceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_40791_(Odoribacteraceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_40793_(Odoribacteraceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_40792_(Odoribacteraceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_1788_(Odoribacteraceae_family)	Bacteria	Bacteroidetes	uSGB
uSGB_14394_(Olsenella_genus)	Bacteria	Actinobacteria	uSGB
kSGB_14370_(Olsenella_sp_GAM18)	Bacteria	Actinobacteria	kSGB
uSGB_43496_(Oscillibacter_genus)	Bacteria	Firmicutes	uSGB
uSGB_63235_(Oscillibacter_genus)	Bacteria	Firmicutes	uSGB
uSGB_15077_(Oscillibacter_genus)	Bacteria	Firmicutes	uSGB
kSGB_7266_(Oscillibacter_sp_1_3)	Bacteria	Firmicutes	kSGB
kSGB_15254_(Oscillibacter_sp_ER4)	Bacteria	Firmicutes	kSGB
kSGB_15078_(Oscillibacter_sp_KLE_1728)	Bacteria	Firmicutes	kSGB
uSGB_58502_(Paenibacillaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_46611_(Paenibacillus_genus)	Bacteria	Actinobacteria	uSGB
kSGB_27780_(Parabacteroides_distasonis)	Bacteria	Bacteroidetes	kSGB
kSGB_1934_(Parabacteroides_distasonis)	Bacteria	Bacteroidetes	kSGB
uSGB_40800_(Parabacteroides_genus)	Bacteria	Bacteroidetes	uSGB
uSGB_63879_(Parabacteroides_genus)	Bacteria	Bacteroidetes	uSGB
kSGB_1941_(Parabacteroides_goldsteinii)	Bacteria	Bacteroidetes	kSGB
kSGB_1942_(Parabacteroides_gordonii)	Bacteria	Bacteroidetes	kSGB
kSGB_1949_(Parabacteroides_merdae)	Bacteria	Bacteroidetes	kSGB
kSGB_21584_(Paramuribaculum_intestinale)	Bacteria	Bacteroidetes	kSGB
kSGB_1798_(Paraprevotella_clara)	Bacteria	Bacteroidetes	kSGB
uSGB_9260_(Parasutterella_genus)	Bacteria	Proteobacteria	uSGB
kSGB_5792_(Phascolarctobacterium_faecium)	Bacteria	Firmicutes	kSGB
uSGB_27012_(Phascolarctobacterium_genus)	Bacteria	Firmicutes	uSGB
uSGB_5790_(Phascolarctobacterium_genus)	Bacteria	Firmicutes	uSGB
kSGB_1626_(Prevotella_copri)	Bacteria	Firmicutes	kSGB
kSGB_1617_(Prevotella_sp_AM42_24)	Bacteria	Firmicutes	kSGB
kSGB_21581_(Prevotella_sp_MGM1)	Bacteria	Firmicutes	kSGB
kSGB_21582_(Prevotella_sp_MGM2)	Bacteria	Firmicutes	kSGB
kSGB_1666_(Prevotella_sp_P4_51)	Bacteria	Firmicutes	kSGB
kSGB_1662_(Prevotella_sp_P4_65)	Bacteria	Firmicutes	kSGB
uSGB_40412_(Prevotellaceae_family)	Bacteria	Firmicutes	uSGB
uSGB_48616_(Prochloraceae_family)	Bacteria	Cyanobacteria	uSGB
uSGB_48518_(Prochloraceae_family)	Bacteria	Cyanobacteria	uSGB
uSGB_47054_(Prochloraceae_family)	Bacteria	Cyanobacteria	uSGB
uSGB_47659_(Prochlorococcus_genus)	Bacteria	Cyanobacteria	uSGB
